"","Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","First.Time.Discloser","Population","City.Location","Sustainability.Targets.Master.Planning","Risk.Assessment.Actions","Nb.Hazards.Type","Hazards.Exposure.Level","Adaptation.Challenges.Health","Adaptation.Challenges.Economic","Adaptation.Challenges.Environment","Adaptation.Challenges.Infrastructure","Adaptation.Challenges.Social","Adaptation.Challenges.Governance","Adaptation.Challenges.Education","Adaptation.Challenges.Level","Risk.Health.System","Nb.Adaptation.Actions","Adaptation.Plan","City.Wide.Emissions.Inventory","GHG.Emissions.Primary.protocol","GHG.Emissions.Evolution","GHG.Emissions.Consumption","GHG.Emissions.External.Verification","GHG.Emissions.Reductions.Targets","Emissions.Reductions.Mitigation.Planning","Opportunities.Collaboration","Renewable.Energy.Target","Electricity.Source.Biomass","Electricity.Source.Coal","Electricity.Source.Gas","Electricity.Source.Geothermal","Electricity.Source.Hydro","Electricity.Source.Nuclear","Electricity.Source.Oil","Electricity.Source.Other","Electricity.Source.Solar","Electricity.Source.Wind","Electricity.Source.Renewable","Energy.Efficnecy.Target","Transport.Mode.Passenger.Public","Transport.Mode.Passenger.Cycling","Transport.Mode.Passenger.Other","Transport.Mode.Passenger.Private.motorized","Transport.Mode.Passenger.Walking","Low.Zero.Emission.Zone","Food.Consumption.Policies","Potable.Water.Supply.Percent","Water.Resource.Management.strategy","lat","long","Country.Code.3"
"273",2020,848474,"Richmond Council","","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",199100,"POINT (-0.32574 51.448)","Yes","In progress",9,26,0,1,1,0,0,0,0,2,"Yes",7,"Yes","Yes","GPC","This is our first year of calculation","Yes","Yes","No target","Yes","In progress","Not intending to undertake",8.81,3.11,26.76,0,2.28,11.9,0.17,5.83,13.16,27.98,43.42,"Not intending to undertake",23.3,5,2,36.2,33.5,"Yes","Yes",100,"Not intending to undertake",51.448,-0.32574,"GBR"
"274",2020,46514,"City of Porto","Porto","Portugal","Europe","No",237591,"POINT (-8.6291 41.1579)","Yes","Yes",5,69,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",4,"Yes","Yes","City specific methodology","Increased","Do not know","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",5.42,24.68,31.79,0.36,12.84,0,2.15,0.48,1.67,20.61,35.48,"Do not know",18.1,0.4,1.3,49.1,31.2,"No","Yes",100,"Intending to undertake in next 2 years",41.1579,-8.6291,"PRT"
"275",2020,49360,"City of Tshwane","Pretoria - Tshwane","South Africa","Africa","No",3306198,"POINT (28.1881 -25.7461)","Yes","Yes",5,95,0,1,0,1,0,1,0,3,"No",1,"Yes","Yes","GPC","Do not know","Yes","Yes","No target","In progress","Yes","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",8.7,NA,24.2,33.1,29.3,"No","No",86,"In progress",-25.7461,28.1881,"ZAF"
"276",2020,57616,"City of Lake Forest, IL","Lake Forest","United States of America","North America","No",19446,"POINT (-87.8406 42.2586)","Yes","Intending to undertake in the next 2 years",3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Yes","Yes","Other","Do not know","Do not know","Do not know","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",100,"Yes",42.2586,-87.8406,"USA"
"277",2020,63616,"Abasan Al-Kabira Municipality","Abasan Al-Kabira","State of Palestine","Middle East","No",31000,"POINT (34.344 31.3231)","Yes","Yes",6,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","2006 IPCC Guidelines",NA,NA,"Yes","Base year emissions (absolute) target","Yes","Yes","Yes",5,17,18,NA,NA,NA,50,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3231,34.344,"PSE"
"278",2020,845307,"Zarcero","","Costa Rica","Latin America","Yes",12205,"","Yes","In progress",5,69,0,2,0,0,0,1,0,3,"Yes",4,"In progress","Yes","Regional or country specific methodology","This is our first year of calculation","Not intending to undertake","Not intending to undertake","No target","Yes","Yes","Not intending to undertake",0.64,0,0,13.37,69.18,0,0,0.85,0.08,15.88,98.51,"Not intending to undertake",NA,NA,NA,NA,NA,"No","No",100,"In progress",10.21859085,-84.4066445212011,"CRI"
"279",2020,60603,"City of Prince George, BC","Prince George","Canada","North America","No",74003,"POINT (-122.75 53.9171)","Yes","Yes",3,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Yes","Yes","Other","Increased","Do not know","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,53.9171,-122.75,"CAN"
"280",2020,59633,"City of Santa Cruz, CA","Santa Cruz, CA","United States of America","North America","No",64608,"POINT (-122.031 36.9741)","Yes","Yes",7,109,1,2,0,0,0,0,0,3,"Yes",2,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,12,0,58,0,0,0,20,10,88,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",36.9741,-122.031,"USA"
"281",2020,50550,"City of Buffalo","Buffalo, NY","United States of America","North America","No",258612,"POINT (-78.8784 42.8864)","Yes","In progress",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"No target",NA,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8864,-78.8784,"USA"
"282",2020,832097,"Município de Lagos","","Portugal","Europe","No",30374,"","Yes","Yes",2,32,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"Yes","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",0,0,12.703,0,45,0,41.9,0.397,0,0,45,"Intending to undertake in the next 2 years",13,10,2,65,10,"Yes","No",100,"Intending to undertake in next 2 years",41.4,-7.95,"PRT"
"283",2020,52638,"Prefeitura de Aracaju","Aracaju","Brazil","Latin America","No",657013,"POINT (-37.0731 -10.9472)","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",4,39,0,1,0,1,0,2,0,4,"No",6,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,"Do not know",0,NA,NA,NA,NA,"No","Yes",99.6,"Yes",-10.9472,-37.0731,"BRA"
"284",2020,35880,"Municipality of Porto Alegre","Porto Alegre","Brazil","Latin America","No",1479101,"POINT (51 30)","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",4,100,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Intending to undertake in the next 2 years","Yes","GPC","Do not know","Intending to undertake in the next 2 years","Not intending to undertake","No target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",0.084,0.02,0.083,NA,0.604,0.011,0.051,0.045,0.016,0.087,NA,"Intending to undertake in the next 2 years",0.375,0.006,0.006,0.388,0.225,"No","Yes",99.5,"Yes",-30.0328,-51.23,"BRA"
"285",2020,54625,"Prefeitura de Londrina","Londrina","Brazil","Latin America","No",558439,"POINT (-51.1505 -23.3356)","Yes","Intending to undertake in the next 2 years",3,66,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"In progress","Yes","GPC","Increased","Do not know","Do not know","No target","Do not know","Yes","Do not know",0,0,0,0,100,0,0,0,0,0,100,"In progress",1,1,1,61,37,"No","Do not know",90.66,"Yes",-23.3356,-51.1505,"BRA"
"286",2020,74643,"Dijon métropole","","France","Europe","Yes",257933,"","Yes","Yes",3,27,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",9,"Intending to undertake in the next 2 years","Yes","2006 IPCC Guidelines","Decreased","Do not know","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",1.8,0.3,7.2,0,11.2,70.6,0.4,0,2.2,6.3,19.7,"Yes",14,2,1,53,30,"No","Yes",100,"In progress",47.3167,5.0167,"FRA"
"287",2020,58797,"Hørsholm Kommune","Hørsholm","Denmark","Europe","No",25091,"POINT (12.5049 55.8835)","Yes","Yes",4,36,NA,NA,NA,NA,NA,NA,NA,NA,"No",5,"Yes","Yes","GPC","Increased","Not intending to undertake","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",13.2,18.7,6,0,11.4,3.9,0.8,4,3.5,38.5,53.4,"In progress",6,9,1,80,4,"No","Yes",100,"Yes",55.8835,12.5049,"DNK"
"288",2020,60229,"Municipality of Arendal","Arendal","Norway","Europe","No",44999,"POINT (8.77245 58.4618)","Yes","Yes",5,32,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Yes","Yes","2006 IPCC Guidelines","Increased","In progress","Yes","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",0,0,0,0,98,0,0,2,0,0,98,"In progress",4,4,2,75,17,"No","Yes",100,"Yes",58.4618,8.77245,"NOR"
"289",2020,60229,"Municipality of Arendal","Arendal","Norway","Europe","No",44999,"POINT (8.77245 58.4618)","Yes","Yes",5,32,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Yes","Yes","2006 IPCC Guidelines","Increased","In progress","Yes","Base year intensity target","Yes","Yes","Not intending to undertake",0,0,0,0,98,0,0,2,0,0,98,"In progress",4,4,2,75,17,"No","Yes",100,"Yes",58.4618,8.77245,"NOR"
"290",2020,60264,"Prefeitura de Botucatu","Botucatu","Brazil","Latin America","No",144000,"POINT (-48.4441 -22.8852)","Yes","In progress",3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not intending to undertake","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","In progress","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",100,"In progress",-22.8852,-48.4441,"BRA"
"291",2020,31174,"Moscow Government","Moscow","Russian Federation","Europe","No",12678079,"POINT (37.6173 55.7558)","Yes","Yes",4,56,0,1,0,0,0,0,0,1,"Yes",3,"In progress","Yes","2006 IPCC Guidelines","Decreased","Intending to undertake in the next 2 years","In progress","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",0.2,0,99.25,NA,0.12,0,0,0.38,0.02,NA,NA,"Yes",64.94,0.07,4.98,30,NA,"Yes","No",100,"Yes",55.7558,37.6173,"RUS"
"292",2020,36469,"Comune dell'Aquila","L'Aquila","Italy","Europe","No",69710,"POINT (13.3995 42.3505)","Yes","In progress",5,48,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Intending to undertake in the next 2 years","In progress","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",0.2,NA,0,90,NA,"No","Do not know",100,"Intending to undertake in next 2 years",42.3505,13.3995,"ITA"
"293",2020,60073,"Wolverhampton City Council","Wolverhampton","United Kingdom of Great Britain and Northern Ireland","Europe","No",265809,"","Yes","Intending to undertake in the next 2 years",2,5,0,1,0,0,0,0,0,1,"No",3,"Yes","Yes","GPC","This is our first year of calculation","Yes","Yes","Fixed level target","In progress","Yes","Not intending to undertake",10,2.5,38,0,2,17,0.5,7,2,21,25,"Intending to undertake in the next 2 years",15,2,7,68,8,"No","Do not know",100,"Not intending to undertake",52.5833,-2.1333,"GBR"
"294",2020,59969,"City of Mandurah","","Australia","Southeast Asia and Oceania","No",92594,"","Do not know","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"Yes","Yes","GPC","This is our first year of calculation","Do not know","Not intending to undertake","No target","Do not know","In progress","Yes",NA,52,11,10,NA,NA,21,4,2,NA,NA,"Not intending to undertake",NA,NA,NA,NA,NA,"No","No",100,"In progress",-32.5289,115.7231,"AUS"
"295",2020,36037,"Santiago de Cali","Santiago de Cali","Colombia","Latin America","No",2470852,"POINT (-76.532 3.45164)","Yes","In progress",5,101,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,"Yes","Yes","2006 IPCC Guidelines","Do not know","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Fixed level target","Yes","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,95,NA,NA,NA,5,NA,NA,"Intending to undertake in the next 2 years",1.1,0,2.1,96.8,0,"No","Yes",99,"Yes",3.45164,-76.532,"COL"
"296",2020,60361,"Prefeitura de Tangará da Serra","Tangará da Serra","Brazil","Latin America","No",83431,"POINT (-57.4858 -14.6194)","Do not know","Do not know",2,50,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Do not know","Do not know",8.2,2.9,9.1,0,68.1,2.6,3.7,0,0,5.4,73.5,"Do not know",65,1,0.5,94,1,"Do not know","Do not know",100,"In progress",-14.6194,-57.4858,"BRA"
"297",2020,35893,"City of Dar es Salaam","Dar es Salaam","United Republic of Tanzania","Africa","No",6041000,"POINT (39.2083 -6.79235)","Yes","Yes",3,40,0,1,0,0,0,0,0,1,"Yes",3,"Yes","In progress","GPC",NA,NA,NA,"Base year intensity target","Yes","Yes","Yes",85,0.25,5,0,1.5,0,8,0,0.25,0,1.75,"Yes",2.79,12.6,66,8.1,10,"Yes","Yes",75,"Yes",-6.79235,39.2083,"TZA"
"298",2020,35893,"City of Dar es Salaam","Dar es Salaam","United Republic of Tanzania","Africa","No",6041000,"POINT (39.2083 -6.79235)","Yes","Yes",3,40,0,1,0,0,0,0,0,1,"Yes",3,"Yes","In progress","GPC",NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","Yes",85,0.25,5,0,1.5,0,8,0,0.25,0,1.75,"Yes",2.79,12.6,66,8.1,10,"Yes","Yes",75,"Yes",-6.79235,39.2083,"TZA"
"299",2020,74594,"City of Boynton Beach","Boynton Beach","United States of America","North America","No",77696,"POINT (-80.216 26.4986)","In progress","In progress",15,233,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",25,"In progress","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","In progress",0,5.34,70.04,0,0,17.13,0.38,7.05,0.06,0,0.06,NA,NA,NA,NA,NA,NA,"No","No",99,"Yes",26.4986,-80.216,"USA"
"300",2020,50782,"Dhaka City","Dhaka","Bangladesh","South and West Asia","No",8e+06,"POINT (90.4125 23.8103)","Yes","In progress",2,41,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"In progress","In progress","GPC",NA,NA,NA,"Base year intensity target","In progress","In progress","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,"Do not know","Do not know",85,"In progress",23.8103,90.4125,"BGD"
"301",2020,69968,"Alcaldia de Rionegro","Rionegro","Colombia","Latin America","No",142078,"POINT (-75.3739 6.15316)","Yes","Yes",3,27,NA,NA,NA,NA,NA,NA,NA,NA,"No",6,"Yes","Yes","City specific methodology","Increased","Do not know","Yes","No target","Yes","Yes","In progress",0,0,25,0,45,0,15,0,15,0,60,"Do not know",25,2,NA,36,26,"Do not know","Do not know",95,"Intending to undertake in next 2 years",6.15316,-75.3739,"COL"
"302",2020,60379,"Alcaldía de Tunja","Tunja","Colombia","Latin America","No",152419,"POINT (-3.63354 40.4712)","Yes",NA,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"In progress","Other",NA,NA,NA,NA,NA,"Yes","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",5.53181545,-73.3619720302625,"COL"
"303",2020,54124,"City of Fremont","Fremont","United States of America","North America","No",234237,"POINT (-121.989 37.5483)","Yes","Yes",6,90,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","Yes","ICLEI","Decreased","Yes","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",4,0,15,4,15,34,0,0,18,10,47,"Intending to undertake in the next 2 years",9,4,2,83,2,"No","No",99,"Yes",37.5483,-121.989,"USA"
"304",2020,60433,"City of Hvidovre","Hvidovre","Denmark","Europe","No",53282,"POINT (12.4754 55.6425)","Yes","Yes",4,67,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",8,"Yes","Yes","GPC","Stayed the same","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Yes","Yes",13.5,10.5,7,0,10.5,4.7,0.88,4.22,3.6,45.1,59.2,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",55.6425,12.4754,"DNK"
"305",2020,60272,"Prefeitura de Campina Grande","Campina Grande","Brazil","Latin America","No",410332,"POINT (-35.8808 -7.2291)","Yes","Yes",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","In progress","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Do not know",NA,"Intending to undertake in next 2 years",-7.2291,-35.8808,"BRA"
"306",2020,832009,"Ayuntamiento de Xalapa","Xalapa","Mexico","Latin America","No",480841,"POINT (-98.7556 20.1318)","Yes","Yes",3,48,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Intending to undertake in the next 2 years","Yes","Other","Do not know","Intending to undertake in the next 2 years","Not intending to undertake","No target","Intending to undertake in the next 2 years","Yes","In progress",1,12,0,2,10,4,63,3,1,4,17,"Yes",37,2,1,40,20,"Yes","Yes",93,"Yes",20.1318,-98.7556,"MEX"
"307",2020,839980,"Municipalidad de Avellaneda","","Argentina","Latin America","No",26492,"","Yes","Yes",8,98,1,0,0,0,0,0,0,1,"Do not know",9,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Baseline scenario (business as usual) target","Yes","Yes","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",100,"Yes",-34.6625,-58.3678,"ARG"
"308",2020,20113,"City of Vancouver","Vancouver","Canada","North America","No",648000,"POINT (-123.114 49.2612)","Yes","Yes",12,88,0,1,0,0,0,1,0,2,"Yes",12,"Yes","Yes","GPC","Decreased","Yes","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",6,0,2,0,91,0,0,0,0,1,92,"Yes",18.3,8.8,0,45.9,27,"No","Yes",100,"In progress",49.2612,-123.114,"CAN"
"309",2020,35862,"City of Detroit","Detroit","United States of America","North America","No",673104,"POINT (-83.0457 42.3314)","In progress","Intending to undertake in the next 2 years",5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Do not know","Yes","ICLEI",NA,NA,"Do not know","Base year emissions (absolute) target","Intending to undertake in the next 2 years","Yes","Yes",1.2,60.8,7.89,0,0.14,22.87,0.21,0.47,0.06,6.36,6.56,NA,NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,42.3314,-83.0457,"USA"
"310",2020,31182,"City of San Francisco","San Francisco","United States of America","North America","No",883305,"POINT (-122.419 37.7749)","Yes","Yes",8,99,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",7,"Yes","Yes","GPC","Increased","Yes","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",2,0,8,4,37,18,0,7,10,14,65,"Not intending to undertake",22,2,6,48,22,"No","No",100,"Yes",37.7749,-122.419,"USA"
"311",2020,31182,"City of San Francisco","San Francisco","United States of America","North America","No",883305,"POINT (-122.419 37.7749)","Yes","Yes",8,99,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",7,"Yes","Yes","GPC","Increased","Yes","Not intending to undertake","Fixed level target","Yes","Yes","Yes",2,0,8,4,37,18,0,7,10,14,65,"Not intending to undertake",22,2,6,48,22,"No","No",100,"Yes",37.7749,-122.419,"USA"
"312",2020,826427,"Município de Valongo","Valongo","Portugal","Europe","No",97444,"POINT (-8.49835 41.1887)","In progress","Yes",5,0,0,1,0,0,0,1,0,2,"Yes",10,"Yes","Yes","Regional or country specific methodology","Decreased","Yes","Yes","Fixed level target","In progress","Yes","Yes",5,37,25,NA,8,0,NA,13,NA,12,NA,"In progress",13.2,NA,0.6,66.3,19.6,"Do not know","Yes",99,"Yes",41.1887,-8.49835,"PRT"
"313",2020,59536,"City of Kitchener","Kitchener","Canada","North America","No",246700,"POINT (-80.561 43.42)","Yes","Yes",3,60,0,0,0,1,0,1,0,2,"Yes",5,"Yes","Yes","Other","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",0.5,0,6.1,0,24,58.2,0,0.6,2.4,8.2,34.6,"Not intending to undertake",7.3,1.2,NA,85.5,5.4,"No","Yes",93,"Not intending to undertake",43.42,-80.561,"CAN"
"314",2020,3417,"New York City","New York City","United States of America","North America","No",8399000,"POINT (-74.0059 40.7128)","Yes","Yes",5,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,100,"Yes",40.7128,-74.0059,"USA"
"315",2020,60125,"Klaipeda City Municipality","Klaipeda","Lithuania","Europe","No",147892,"","Yes","Not intending to undertake",3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","Regional or country specific methodology","Stayed the same","Do not know","Do not know","Base year intensity target","In progress","Yes","Yes",60,NA,18,NA,NA,NA,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,100,"Not intending to undertake",55.70426435,21.1497974746222,"LTU"
"316",2020,35858,"City of Cape Town","Cape Town","South Africa","Africa","No",4400240,"POINT (18.4239 -33.9253)","Yes","Yes",12,161,0,0,0,1,0,0,0,1,"Yes",11,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Baseline scenario (business as usual) target","Yes","Yes","In progress",0.015,89.6,0.015,0,0.54,4.699,0.401,0.062,1.794,2.874,5.208,"Yes",26,1,12,53,8,"No","No",100,"Yes",-33.9253,18.4239,"ZAF"
"317",2020,36426,"Riga City","Riga","Latvia","Europe","No",627487,"POINT (24.1052 56.9496)","Yes","Yes",2,50,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","In progress","Other",NA,NA,NA,"Fixed level target","Yes","Yes","Yes",1.62,0,98.04,0,0,0,0,0.34,0,0,0,"Yes",26.8,3.6,8.6,31.8,29.2,"No","Yes",98.3,"Not intending to undertake",56.9496,24.1052,"LVA"
"318",2020,36426,"Riga City","Riga","Latvia","Europe","No",627487,"POINT (24.1052 56.9496)","Yes","Yes",2,50,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","In progress","Other",NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","Yes",1.62,0,98.04,0,0,0,0,0.34,0,0,0,"Yes",26.8,3.6,8.6,31.8,29.2,"No","Yes",98.3,"Not intending to undertake",56.9496,24.1052,"LVA"
"319",2020,36494,"Comune di Padova","Padova","Italy","Europe","No",210440,"POINT (11.8768 45.4064)","In progress","Yes",4,66,0,1,0,0,0,0,0,1,"Yes",12,"In progress","Yes","Other","Decreased","Yes","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",6.6,11,48.3,2.1,12.8,0,3.9,1.1,8.2,6,29.1,"Yes",17,25,0,48,10,"Yes","Yes",100,"Yes",45.4064,11.8768,"ITA"
"320",2020,60110,"Municipality of Chişinău","Municipality of Chişinău","Republic of Moldova","Europe","Yes",2550000,"","In progress","Not intending to undertake",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,"Not intending to undertake",10,NA,90,1,NA,NA,NA,NA,1,NA,NA,"In progress",NA,NA,NA,NA,NA,"No","No",70,"Not intending to undertake",47.00730215,28.8434520278263,"MDA"
"321",2020,36501,"Comune di Prato","Prato","Italy","Europe","No",195335,"","Yes","In progress",4,28,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",4,"In progress","Yes","Regional or country specific methodology","Decreased","Do not know","In progress","Base year emissions (absolute) target","Yes","Do not know","In progress",6.83,12.47,39.06,2.17,17.53,4.11,0.54,2.99,8.08,6.22,34,"Do not know",24.6,2.5,7.8,62,3.1,"Yes","Do not know",NA,NA,43.8808,11.0966,"ITA"
"322",2020,74531,"Santa Fe County","Santa Fe County","United States of America","North America","No",150358,"POINT (-106 35.5)","In progress","In progress",4,76,0,1,1,0,0,0,0,2,"No",3,"Do not know","In progress","Other",NA,NA,NA,"Fixed level target","In progress","Yes","Yes",0,50.6,11.1,0.1,0,29.5,0,0,2.3,6.4,8.8,"Do not know",NA,NA,NA,NA,NA,"No","Do not know",95,NA,35.5,-106,"USA"
"323",2020,73295,"City of La Crosse, WI","La Crosse","United States of America","North America","No",51320,"POINT (-91.2396 43.8014)","In progress","Intending to undertake in the next 2 years",3,24,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Intending to undertake in the next 2 years","Yes","City specific methodology","Increased","Not intending to undertake","Intending to undertake in the next 2 years","Fixed level target","Intending to undertake in the next 2 years","Yes","Yes",0,29.8,12.1,0,6.3,29.2,0,4.3,0,18.3,24.6,NA,NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",43.8014,-91.2396,"USA"
"324",2020,31114,"City of Sydney","City of Sydney","Australia","Southeast Asia and Oceania","No",249676,"POINT (151.207 -33.8675)","Yes","Yes",13,233,0,0,4,2,0,0,0,6,"Yes",5,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",1.4,62.7,19.6,0,6.3,0,2,NA,3.1,4.9,14.3,"Not intending to undertake",48.2,0.6,3,43.1,5.1,"No","No",100,"Yes",-33.8675,151.207,"AUS"
"325",2020,53959,"City of Fayetteville, AR","Fayetteville","United States of America","North America","No",91400,"POINT (-94.1719 36.0821)","Yes","Yes",9,86,0,2,0,1,0,1,0,4,"Yes",11,"Yes","Yes","ICLEI","Decreased","Not intending to undertake","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",1.4,30.9,40,0,2.8,0,1.7,0.4,0.4,22.4,25.6,"Yes",1.6,1.2,4.9,87.9,4.4,"No","No",100,"Yes",36.0821,-94.1719,"USA"
"326",2020,74563,"Town of Guilford, VT","","United States of America","North America","No",2121,"","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Not intending to undertake",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years",NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,100,"Intending to undertake in next 2 years",41.3345,-72.7004,"USA"
