Unnamed: 0,Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,First.Time.Discloser,Population,City.Location,Sustainability.Targets.Master.Planning,Risk.Assessment.Actions,Nb.Hazards.Type,Hazards.Exposure.Level,Adaptation.Challenges.Health,Adaptation.Challenges.Economic,Adaptation.Challenges.Environment,Adaptation.Challenges.Infrastructure,Adaptation.Challenges.Social,Adaptation.Challenges.Governance,Adaptation.Challenges.Education,Adaptation.Challenges.Level,Risk.Health.System,Nb.Adaptation.Actions,Adaptation.Plan,City.Wide.Emissions.Inventory,GHG.Emissions.Primary.protocol,GHG.Emissions.Evolution,GHG.Emissions.Consumption,GHG.Emissions.External.Verification,GHG.Emissions.Reductions.Targets,Emissions.Reductions.Mitigation.Planning,Opportunities.Collaboration,Renewable.Energy.Target,Electricity.Source.Biomass,Electricity.Source.Coal,Electricity.Source.Gas,Electricity.Source.Geothermal,Electricity.Source.Hydro,Electricity.Source.Nuclear,Electricity.Source.Oil,Electricity.Source.Other,Electricity.Source.Solar,Electricity.Source.Wind,Electricity.Source.Renewable,Energy.Efficnecy.Target,Transport.Mode.Passenger.Public,Transport.Mode.Passenger.Cycling,Transport.Mode.Passenger.Other,Transport.Mode.Passenger.Private.motorized,Transport.Mode.Passenger.Walking,Low.Zero.Emission.Zone,Food.Consumption.Policies,Potable.Water.Supply.Percent,Water.Resource.Management.strategy,lat,long,Country.Code.3
326,2020,74563,"Town of Guilford, VT",,United States of America,North America,No,2121.0,,Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,1.0,20.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Not intending to undertake,,,,,No target,Intending to undertake in the next 2 years,,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,No,,100.0,Intending to undertake in next 2 years,41.3345,-72.7004,USA
327,2020,54395,Taoyuan City Government,Taoyuan,"Taiwan, Greater China",East Asia,No,2188017.0,POINT (121.301 24.9931),Yes,Yes,4.0,64.0,,,,,,,,,Yes,7,Yes,Yes,Other,Increased,Yes,Yes,Base year emissions (absolute) target,Yes,Yes,In progress,0.0,37.3,38.2,0.0,2.4,13.4,1.9,4.3,1.7,0.8,4.9,In progress,23.2,5.2,0.8,79.3,6.9,Yes,Do not know,0.9552,Yes,24.9931,121.301,TWN
328,2020,31113,City of Yokohama,Yokohama,Japan,East Asia,No,3753771.0,POINT (139.638 35.4437),Yes,Yes,4.0,0.0,,,,,,,,,No,14,Yes,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,5.0,46.0,0.0,16.0,20.0,14.0,0.0,0.0,0.0,16.0,Yes,36.0,13.0,,27.0,23.0,No,Yes,100.0,Yes,35.4437,139.638,JPN
329,2020,36032,Ville de Dakar,Dakar,Senegal,Africa,No,1252786.0,POINT (-17.366 14.7645),Yes,Yes,4.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,2,Yes,Yes,GPC,Do not know,Not intending to undertake,Yes,Baseline scenario (business as usual) target,Yes,Do not know,Intending to undertake in the next 2 years,,75.0,1.0,,,,,24.0,,,,Do not know,32.4,7.3,11.9,56.2,70.0,No,No,100.0,Not intending to undertake,14.7645,-17.366,SEN
330,2020,73669,San Luis Obispo,,United States of America,North America,Yes,47117.0,,Yes,Yes,4.0,44.0,,,,,,,,,Yes,10,Yes,Yes,ICLEI,Decreased,Not intending to undertake,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,,,,12.0,66.0,,,,11.0,11.0,100.0,Yes,2.8,10.0,,,20.6,No,No,100.0,Yes,35.2669,-120.6691,USA
331,2020,73669,San Luis Obispo,,United States of America,North America,Yes,47117.0,,Yes,Yes,4.0,44.0,,,,,,,,,Yes,10,Yes,Yes,ICLEI,Decreased,Not intending to undertake,Do not know,Fixed level target,Yes,Yes,Yes,,,,12.0,66.0,,,,11.0,11.0,100.0,Yes,2.8,10.0,,,20.6,No,No,100.0,Yes,35.2669,-120.6691,USA
332,2020,55800,City of Cambridge,"Cambridge, MA",United States of America,North America,No,109694.0,POINT (-93.3273 45.601),Yes,Yes,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,2,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,2.9,1.6,48.0,,8.4,30.8,0.7,3.5,0.9,3.2,,In progress,26.1,4.8,,44.7,13.6,No,Do not know,100.0,Yes,45.601000000000006,-93.3273,USA
333,2020,63862,"City of Ashland, OR",,United States of America,North America,No,21117.0,,In progress,Yes,4.0,,,,,,,,,,,5,Intending to undertake in the next 2 years,Yes,ICLEI,,Yes,Do not know,Fixed level target,Yes,Yes,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,No,,,Yes,40.7682,-74.2348,USA
334,2020,68296,Hobsons Bay City Council,,Australia,Southeast Asia and Oceania,No,96470.0,,Yes,Yes,6.0,58.0,,,,,,,,,,6,In progress,Yes,GPC,,,Do not know,Fixed level target,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,-37.8361,144.8401,AUS
335,2020,69850,Municipalidad de Comas,Comas,Peru,Latin America,No,548565.0,POINT (-77.0667 -11.95),Yes,In progress,4.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Yes,3,In progress,Intending to undertake in the next 2 years,,,,,No target,In progress,In progress,Intending to undertake in the next 2 years,0.0,0.0,1.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,0.0,In progress,85.0,1.0,2.0,10.0,2.0,No,No,95.0,In progress,-11.95,-77.0667,PER
336,2020,74414,Boulder County,Boulder County,United States of America,North America,No,322226.0,POINT (-105.5 40.15),Yes,Yes,2.0,50.0,,,,,,,,,Yes,2,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,No,Yes,100.0,Yes,40.15,-105.5,USA
337,2020,54114,City of Asheville,Asheville,United States of America,North America,No,92870.0,POINT (-82.5515 35.5951),Yes,Yes,5.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Do not know,7,Yes,Not intending to undertake,,,,,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,10.5,40.4,3.0,7.3,31.6,0.1,,7.1,0.0,17.4,Not intending to undertake,1.4,0.7,9.1,84.3,4.5,No,Yes,100.0,Yes,35.5951,-82.5515,USA
338,2020,54109,City of Bloomington,Bloomington,United States of America,North America,No,85755.0,POINT (-86.5264 39.1653),Yes,Yes,7.0,57.0,,,,,,,,,,1,Yes,Yes,GPC,Do not know,Intending to undertake in the next 2 years,Yes,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,0.0,79.2,4.9,0.0,0.6,0.0,0.0,14.5,0.8,0.0,1.4,In progress,,,,,,No,Yes,100.0,Yes,39.1653,-86.5264,USA
339,2020,54681,Prefeitura Municipal de Araçatuba,Araçatuba,Brazil,Latin America,No,195874.0,POINT (-50.4328 -21.2089),Yes,In progress,1.0,2.0,,,,,,,,,Do not know,1,Do not know,In progress,,,,,Base year emissions (absolute) target,In progress,Yes,Yes,,,,,100.0,,,,,,,In progress,,,,,,Yes,Yes,100.0,In progress,-21.2089,-50.4328,BRA
340,2020,54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,No,353540.0,POINT (-1.1333 52.6333),Not intending to incorporate,Yes,5.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,4,Yes,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Fixed level target,Yes,Yes,Yes,0.0,5.1,39.5,0.0,1.6,19.5,2.9,10.4,0.0,21.0,22.6,Not intending to undertake,15.2,1.6,1.5,71.0,10.3,No,Yes,100.0,Not intending to undertake,52.6333,-1.1333,GBR
341,2020,848409,Lince,,Peru,Latin America,Yes,55000.0,,Yes,Yes,2.0,28.0,,,,,,,,,Yes,2,In progress,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,In progress,,,,60.0,40.0,,,,,,,In progress,,,,,,No,Yes,96.0,In progress,-12.08656755,-77.0366469868362,PER
342,2020,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,No,3063728.0,POINT (-58.3816 -34.6037),Yes,Yes,7.0,109.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Yes,26,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Baseline scenario (business as usual) target,Yes,Yes,Not intending to undertake,0.41,0.33,57.7,0.0,27.49,5.92,1.77,2.05,0.6,3.73,31.82,Intending to undertake in the next 2 years,47.02,3.17,1.58,27.96,20.27,Yes,Yes,100.0,Not intending to undertake,-34.6037,-58.3816,ARG
343,2020,31090,District of Columbia,"Washington, DC",United States of America,North America,No,701547.0,POINT (-77.0369 38.9072),Yes,Yes,8.0,165.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,15,Yes,Yes,GPC,Decreased,Not intending to undertake,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,1.7,15.5,39.6,0.0,2.0,38.9,0.5,0.3,0.5,1.0,3.5,Yes,38.3,4.9,1.6,40.6,14.6,No,Yes,100.0,Yes,38.9072,-77.0369,USA
344,2020,54488,Trondheim Municipality,Trondheim,Norway,Europe,No,205000.0,POINT (10.395 63.4305),Yes,In progress,4.0,38.0,,,,,,,,,No,7,Yes,Yes,2006 IPCC Guidelines,Increased,Intending to undertake in the next 2 years,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,0.0,1.0,0.0,98.0,0.0,1.0,0.0,0.0,0.0,98.0,Yes,11.0,10.0,2.0,41.0,27.0,No,Yes,100.0,Yes,63.4305,10.395,NOR
345,2020,36261,Comune di Bolzano,Bolzano,Italy,Europe,No,107914.0,POINT (11.3566 46.4997),Yes,Yes,4.0,51.0,,,,,,,,,Yes,6,Yes,Yes,2006 IPCC Guidelines,Decreased,Not intending to undertake,In progress,Base year emissions (absolute) target,In progress,Yes,In progress,,,,,,,,,,,,In progress,9.0,24.0,,37.0,29.0,No,Do not know,100.0,,46.4997,11.3566,ITA
346,2020,54108,City of Durham,"Durham, NC",United States of America,North America,No,271616.0,POINT (-78.8986 35.994),Yes,Yes,4.0,66.0,,,,,,,,,,3,Intending to undertake in the next 2 years,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Baseline scenario (business as usual) target,Yes,Yes,Yes,4.0,26.0,30.0,0.0,4.0,32.0,0.0,0.0,4.0,0.0,8.0,,,,,,,No,No,100.0,Yes,35.994,-78.8986,USA
347,2020,74558,"Summit County, UT",,United States of America,North America,No,42145.0,,Yes,Intending to undertake in the next 2 years,6.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Do not know,6,Intending to undertake in the next 2 years,Yes,Other,Increased,Do not know,Not intending to undertake,Base year emissions (absolute) target,In progress,Yes,Yes,,61.0,14.0,,6.0,,,19.0,,,,Intending to undertake in the next 2 years,,,,,,No,,100.0,,36.1242,-115.3324,USA
348,2020,37241,City of Berkeley,Berkeley,United States of America,North America,No,121643.0,,Yes,Yes,7.0,135.0,,,,,,,,,Yes,6,Yes,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,2.0,0.0,6.0,2.0,12.0,13.0,0.0,10.0,28.0,27.0,69.0,Not intending to undertake,26.2,6.2,1.7,39.3,17.1,No,Yes,100.0,Not intending to undertake,37.8723,-122.27600000000001,USA
349,2020,834139,Gangdong-gu Municipal Government,,Republic of Korea,East Asia,Yes,455042.0,,Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,,,,,,,,,,,No,1,In progress,Yes,Regional or country specific methodology,,Yes,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,,,,,,,,Intending to undertake in the next 2 years,,,,,,No,No,,Yes,37.53,127.1237,KOR
350,2020,54637,Alcaldía de Cuenca,Cuenca,Ecuador,Latin America,No,505585.0,POINT (-79.0048 -2.90841),Yes,Do not know,3.0,39.0,,,,,,,,,Yes,3,Yes,Yes,GPC,Do not know,Do not know,Intending to undertake in the next 2 years,Base year emissions (absolute) target,In progress,Yes,Do not know,0.0,0.0,12.0,0.0,11.0,0.0,32.0,1.0,0.0,0.0,11.0,Do not know,1.811,12.0,3.0,79.6,0.0,No,Yes,97.0,Yes,-2.90841,-79.0048,ECU
351,2020,831431,Cornwall Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,569578.0,,In progress,In progress,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,1,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Fixed level target,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,No,,,Yes,52.45399999999999,1.6909999999999998,GBR
352,2020,50578,City of Windsor,Windsor,Canada,North America,No,233763.0,POINT (-83.0364 42.3149),Yes,Yes,9.0,106.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Yes,84,Yes,Yes,GPC,Increased,Not intending to undertake,Not intending to undertake,Base year intensity target,Yes,Yes,Yes,0.5,0.0,6.0,0.0,25.0,61.0,0.0,0.0,0.5,7.0,32.5,Yes,5.0,1.0,8.0,82.0,4.0,No,No,100.0,Yes,42.3149,-83.0364,CAN
353,2020,31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,No,6718903.0,POINT (-43.5614 -22.9054),Yes,Yes,16.0,301.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,Yes,25,Yes,Yes,GPC,Decreased,Do not know,Intending to undertake in the next 2 years,Fixed level target,Yes,Yes,Yes,4.8,2.2,7.5,0.0,71.1,2.6,0.8,0.5,0.9,9.6,81.6,,43.2,2.4,7.5,17.4,29.4,No,Yes,97.41,Not intending to undertake,-22.9054,-43.5614,BRA
354,2020,31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,No,6718903.0,POINT (-43.5614 -22.9054),Yes,Yes,16.0,301.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,Yes,25,Yes,Yes,GPC,Decreased,Do not know,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,4.8,2.2,7.5,0.0,71.1,2.6,0.8,0.5,0.9,9.6,81.6,,43.2,2.4,7.5,17.4,29.4,No,Yes,97.41,Not intending to undertake,-22.9054,-43.5614,BRA
355,2020,35872,Municipality of Recife,Recife,Brazil,Latin America,No,1645727.0,POINT (-34.8829 -8.05783),Yes,Yes,8.0,174.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,Yes,6,Yes,Yes,GPC,Increased,Intending to undertake in the next 2 years,In progress,Baseline scenario (business as usual) target,Yes,In progress,Yes,0.9,2.8,30.2,0.0,51.2,2.6,4.1,3.1,0.0,5.1,56.3,Yes,57.07,4.02,1.13,28.84,8.94,No,Yes,89.0,Yes,-8.057830000000001,-34.8829,BRA
356,2020,36274,Comune di Bologna,Bologna,Italy,Europe,No,390636.0,POINT (11.3387 44.4938),Yes,Yes,5.0,60.0,,,,,,,,,Do not know,10,Yes,Yes,Other,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,In progress,12.27,0.0,74.0,0.0,4.16,0.0,0.0,0.0,9.41,0.16,13.73,In progress,21.0,10.0,,42.0,27.0,Yes,Yes,100.0,Intending to undertake in next 2 years,44.4938,11.3387,ITA
357,2020,43909,City of Orlando,Orlando,United States of America,North America,No,287442.0,POINT (-81.3792 28.5383),Yes,Yes,7.0,121.0,,,,,,,,,Yes,1,In progress,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,50.0,41.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,Yes,,,,,,No,No,100.0,Yes,28.5383,-81.3792,USA
358,2020,35884,City of San Diego,San Diego,United States of America,North America,No,1394928.0,POINT (-117.17 32.7181),Yes,Yes,,,,,,,,,,,,1,In progress,Yes,ICLEI,Stayed the same,,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,100.0,,32.7181,-117.17,USA
359,2020,35884,City of San Diego,San Diego,United States of America,North America,No,1394928.0,POINT (-117.17 32.7181),Yes,Yes,,,,,,,,,,,,1,In progress,Yes,ICLEI,Stayed the same,,Not intending to undertake,Baseline scenario (business as usual) target,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,100.0,,32.7181,-117.17,USA
360,2020,42388,Intendencia de Montevideo,Montevideo,Uruguay,Latin America,No,1383432134.0,POINT (-58.2987 -34.7112),Not intending to incorporate,Yes,5.0,72.0,,,,,,,,,No,3,Yes,In progress,GPC,,,,No target,Not intending to undertake,Do not know,Not intending to undertake,26.97,0.0,0.0,0.0,58.84,0.0,0.0,,0.85,13.33,73.02,Not intending to undertake,28.0,5.0,6.0,31.0,30.0,No,No,99.6,Intending to undertake in next 2 years,-34.7112,-58.2987,URY
361,2020,58488,Sonderborg Kommune,Sonderborg,Denmark,Europe,No,74446.0,POINT (9.79217 54.9138),Yes,Yes,9.0,72.0,,,,,,,,,,9,Yes,Yes,,,,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,14.0,24.0,8.0,0.0,7.0,2.0,1.0,0.0,2.0,42.0,51.0,Yes,,,100.0,,,No,,,,54.9138,9.79217,DNK
362,2020,43912,City of Edmonton,Edmonton,Canada,North America,No,972223.0,POINT (-113.491 53.5444),Yes,Yes,7.0,123.0,,,,,,,,,Yes,18,Yes,Yes,GPC,Decreased,Yes,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,35.0,46.0,0.0,5.0,0.0,0.0,3.0,0.0,11.0,16.0,Yes,13.0,1.0,3.0,76.0,4.0,No,Yes,100.0,Yes,53.5444,-113.491,CAN
363,2020,50540,City of Albuquerque,,United States of America,North America,Yes,560513.0,,Yes,Intending to undertake in the next 2 years,4.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Do not know,4,Intending to undertake in the next 2 years,In progress,City specific methodology,,,,Base year emissions (absolute) target,In progress,Yes,Yes,0.0,28.0,30.0,0.5,0.0,15.0,5.0,0.0,8.5,13.0,22.0,In progress,,,,,,No,No,100.0,Yes,35.1053,-106.6464,USA
364,2020,54092,City of Ann Arbor,Ann Arbor,United States of America,North America,No,121890.0,POINT (-83.743 42.2808),Yes,Yes,12.0,210.0,,,,,,,,,Do not know,9,Yes,Yes,ICLEI,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Fixed level target,Yes,Yes,Yes,1.05,62.73,6.49,0.0,0.21,22.13,0.21,0.59,0.17,6.42,6.8,In progress,,,,,,No,Do not know,99.0,Not intending to undertake,42.2808,-83.743,USA
365,2020,63543,Fredensborg Kommune,Fredensborg,Denmark,Europe,No,40865.0,POINT (12.4058 55.9747),Yes,Yes,3.0,13.0,,,,,,,,,No,3,Yes,Yes,Regional or country specific methodology,Increased,,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,13.0,12.0,7.0,0.0,10.0,5.0,1.0,3.0,4.0,45.0,59.0,In progress,,,,,,No,Yes,100.0,Yes,55.9747,12.4058,DNK
366,2020,59958,Tweed Shire Council,,Australia,Southeast Asia and Oceania,Yes,96108.0,,Do not know,Yes,9.0,151.0,,,,,,,,,Yes,7,Yes,Yes,GPC,Increased,Not intending to undertake,Yes,Fixed level target,Yes,Yes,Intending to undertake in the next 2 years,0.0,68.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Do not know,,,,,,No,Yes,100.0,Yes,-28.349407,153.344926849372,AUS
367,2020,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,No,3112436.0,POINT (120.862 15.6835),Yes,Yes,4.0,100.0,,,,,,,,,Yes,13,Yes,Yes,GPC,This is our first year of calculation,Intending to undertake in the next 2 years,Yes,Baseline scenario (business as usual) target,Yes,Yes,Intending to undertake in the next 2 years,0.8,25.77,11.92,6.65,12.57,0.0,38.15,0.0,2.66,1.48,23.36,In progress,10.5,2.2,47.6,9.0,30.7,,Yes,98.06,,15.6835,120.86200000000001,PHL
368,2020,60599,"Town of Bridgewater, NS",Bridgewater,Canada,North America,No,8532.0,POINT (-64.5188 44.3786),Yes,Yes,8.0,76.0,,,,,,,,,Do not know,2,Yes,Intending to undertake in the next 2 years,,,,,Base year emissions (absolute) target,Yes,Yes,In progress,,,,,,,,,,,,In progress,,,,,,No,No,100.0,In progress,44.3786,-64.5188,CAN
369,2020,55373,Prefeitura Municipal de Cabreúva,Cabreúva,Brazil,Latin America,No,47877.0,POINT (-47.1367 -23.3058),Yes,Do not know,1.0,1.0,,,,,,,,,,1,Do not know,,,,,,No target,,,,,,,,100.0,,,,,,,,,,,,,Yes,Do not know,95.3,In progress,-23.3058,-47.1367,BRA
370,2020,54345,City Government of Davao,Davao,Philippines,Southeast Asia and Oceania,No,1632991.0,POINT (125.625 7.07475),Intending to incorporate in the next 2 years,Yes,11.0,130.0,,,,,,,,,Yes,18,Yes,Yes,Other,,,Intending to undertake in the next 2 years,,,,In progress,,,,,,,,,,,,,,,,,,No,Yes,97.56,Yes,7.07475,125.625,PHL
371,2020,49367,Freetown City,Freetown,Sierra Leone,Africa,No,1200000.0,POINT (-13.2317 8.4657),Yes,Yes,4.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Do not know,4,In progress,Yes,GPC,This is our first year of calculation,Not intending to undertake,In progress,No target,In progress,Yes,Not intending to undertake,,,,,58.0,,42.0,,,,,Not intending to undertake,2.25,0.5,56.0,19.0,23.25,No,No,50.0,Intending to undertake in next 2 years,8.4657,-13.2317,SLE
372,2020,58531,"City of Somerville, MA",Somerville,United States of America,North America,No,81562.0,POINT (-71.0826 42.3934),Yes,Yes,4.0,72.0,,,,,,,,,Yes,5,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Not intending to undertake,2.5,0.5,48.5,0.0,8.9,30.5,0.2,3.6,1.7,3.6,14.2,,,,,,,No,No,100.0,,42.3934,-71.0826,USA
373,2020,839668,Municipio de Iztapa,,Guatemala,Latin America,No,11917.0,,Yes,Yes,1.0,25.0,,,,,,,,,Yes,1,Yes,Yes,GPC,Do not know,Do not know,Intending to undertake in the next 2 years,Base year intensity target,Yes,Yes,Intending to undertake in the next 2 years,7.0,,,,,,10.0,83.0,,,,Do not know,0.0,0.0,0.0,0.0,0.0,No,Yes,50.0,Intending to undertake in next 2 years,13.931047400000002,-90.7145934,GTM
374,2020,68373,Prefeitura de Pedreira,,Brazil,Latin America,No,47321.0,,Do not know,Do not know,2.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Do not know,1,Do not know,Yes,GPC,Do not know,Do not know,Do not know,Base year emissions (absolute) target,Do not know,In progress,Do not know,6.0,0.0,0.0,0.0,68.0,0.0,5.0,0.0,0.0,21.0,89.0,Yes,,,,,,No,Yes,99.0,Not intending to undertake,-4.5696,-44.67,BRA
375,2020,68373,Prefeitura de Pedreira,,Brazil,Latin America,No,47321.0,,Do not know,Do not know,2.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Do not know,1,Do not know,Yes,GPC,Do not know,Do not know,Do not know,Fixed level target,Do not know,In progress,Do not know,6.0,0.0,0.0,0.0,68.0,0.0,5.0,0.0,0.0,21.0,89.0,Yes,,,,,,No,Yes,99.0,Not intending to undertake,-4.5696,-44.67,BRA
376,2020,840269,"Town of Whitby, ON",,Canada,North America,No,136235.0,,Yes,Yes,11.0,155.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,Yes,6,Yes,Yes,ICLEI,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,1.0,0.0,28.0,0.0,23.0,35.0,0.0,0.0,1.0,12.0,36.0,Intending to undertake in the next 2 years,5.0,4.0,3.0,85.0,3.0,No,Yes,99.0,Not intending to undertake,43.8833,-78.9417,CAN
377,2020,845133,Prefeitura de Monteiro Lobato,,Brazil,Latin America,Yes,4120.0,,Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Do not know,1,,In progress,,,,,No target,Intending to undertake in the next 2 years,Yes,In progress,,,,,,,,,,,,Do not know,,,,,,No,Do not know,80.0,In progress,-22.955652399999998,-45.8385909,BRA
378,2020,54491,Municipality of Málaga,Málaga,Spain,Europe,No,574654.0,,Yes,Yes,3.0,66.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,Yes,3,In progress,Yes,Regional or country specific methodology,Increased,Yes,In progress,Base year emissions (absolute) target,In progress,Intending to undertake in the next 2 years,Yes,,,,,,,,100.0,,,,Yes,,,,,,Yes,Yes,100.0,In progress,-25.5951779,30.4483398,ESP
379,2020,5871,Essex County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,1492227.0,,Intending to incorporate in the next 2 years,Yes,3.0,34.0,,,,,,,,,Yes,1,Yes,Yes,GPC,This is our first year of calculation,Do not know,Not intending to undertake,No target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,10.51,5.1,39.5,0.0,1.65,19.5,0.3,2.39,3.87,17.18,22.7,Intending to undertake in the next 2 years,,,,,,No,Do not know,,Yes,-33.571703899999996,145.91622855,GBR
380,2020,840943,Prefeitura de Boa Ventura,,Brazil,Latin America,No,5751.0,,Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,3.0,66.0,,,,,,,,,Yes,1,Do not know,Intending to undertake in the next 2 years,,,,,Base year intensity target,Intending to undertake in the next 2 years,Do not know,Do not know,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,2.0,100.0,Do not know,0.0,10.0,10.0,50.0,30.0,No,No,55.0,Intending to undertake in next 2 years,-12.25,-38.97,BRA
381,2020,74607,Gemeente Alkmaar,,Netherlands,Europe,Yes,109444.0,,Yes,Yes,,,,,,,,,,,No,1,,Yes,Regional or country specific methodology,,,,Base year emissions (absolute) target,,,Yes,,,43.1,3.8,,,,,,,,,,,,,,,,,,51.196093700000006,5.9857301,NLD
382,2020,43907,City of Indianapolis,Indianapolis,United States of America,North America,No,872680.0,POINT (-86.1785 39.7676),Yes,Yes,6.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,8,Yes,Yes,GPC,Decreased,Not intending to undertake,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,43.0,45.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,10.0,Yes,13.0,1.0,0.0,85.0,1.0,No,No,93.49,Not intending to undertake,39.7676,-86.1785,USA
383,2020,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,No,178955.0,POINT (144.963 -37.8141),Yes,Yes,6.0,150.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Yes,12,Yes,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Fixed level target,Yes,Yes,Yes,1.0,75.0,6.2,,5.5,,,0.5,3.0,8.8,,Intending to undertake in the next 2 years,0.37326977198322897,0.0355522370914939,0.0211360634,0.356326460283729,0.211016024352421,No,Yes,100.0,Yes,-37.8141,144.963,AUS
